Age,Education Score,Technical Questions Answered,Coding Test Score,Behavioural Questions Answered,Eye Contact Score,Confidence Score,Speech Speed (WPM),Filler Words Used,Interviewer Rating,Time Management Score,Round Score,Duration,Network Stability,Final Interview Performance Score
44,9,1,74,5,6.021826649043759,7.836502858298168,141,17,4.210918404609453,4.110624942187614,5.069822311931849,29,1.358174146020873,9.51860236718607
35,3,6,60,1,5.972622533044527,2.690585672839967,120,15,7.817180009056459,8.341924641715964,7.651822797936577,19,6.379141019711131,7.629264661667888
42,1,4,66,7,1.8473671911312812,7.478123080192175,148,5,3.655651143378784,5.200552843911554,7.178625487389272,43,8.827262963664705,9.67787115513163
44,5,5,5,6,4.092968733481928,8.802401215166952,120,24,3.689714217331277,1.690505441675967,8.335648906082262,33,9.0174893346067,3.682828231859586
29,7,1,8,0,3.5418780881786054,5.0855216329752135,128,23,1.9635146069876745,2.4944726933338273,8.89706913942852,24,5.041339843329655,0.45741727349308325
40,6,4,5,4,4.516555290522519,8.39288792478334,128,13,4.960522418584588,1.5499420085766906,7.958651511328824,26,5.133733193917664,3.423449520207484
37,1,9,72,5,8.185097694018955,5.99191613231586,155,26,7.5674071584768,5.493726514128927,7.044289686450334,18,1.6927226470721561,9.321987313834956
37,5,3,94,3,4.347394011251784,6.7338175337281445,150,23,9.461987250141565,1.9570356761340446,1.2855024263442805,45,7.036885228987321,5.842631073903966
40,5,8,31,1,5.065271373085144,5.736506143043824,82,7,6.434172927361865,2.027259723786689,5.814700060684997,32,8.39133478335561,7.186947739790754
32,6,5,40,3,4.576432514367848,5.168554450762076,89,28,8.76821983962165,9.469434340345394,1.339279524233675,30,3.2018954914424174,6.647016978588216
27,3,1,75,0,1.8406717477776604,3.1118809759826442,114,6,8.402451843612043,8.853895649584498,8.272610354044204,54,4.791707934700282,8.430434132267516
22,5,0,7,6,4.969649424257053,3.7287465351494147,159,7,2.560087476777528,5.068779371302294,3.886520720139618,50,8.549554030887432,3.9288393425501194
23,7,4,71,1,2.7604834574006354,3.609731070492481,81,12,5.372356860213683,9.872247887651852,6.061864367061288,39,8.894084208960592,9.972069947935424
37,5,8,49,1,2.680509661957373,6.069600378584332,103,5,2.0523118197285233,1.001678753535968,3.5150077658701235,37,3.1886198223780333,12.098476177210669
25,5,5,91,8,1.8463249399083972,2.0795832372150094,153,17,7.1393784540547145,6.525815106460544,8.042501299422643,26,5.955135710872278,12.239336873078498
37,5,9,61,4,4.210038767275883,9.251125216321016,117,1,9.549097014214684,6.5478535963468305,8.978522739777123,48,2.7324383557224436,11.709765068559593
44,3,6,83,1,7.817336963104756,7.485896307548019,101,7,2.2338051227088087,5.1169875028289935,4.587782447917576,50,1.916908877256009,8.134243138238627
37,1,4,61,8,3.4879752152505645,4.6130106782187426,105,10,7.604948177222871,4.572531756408636,8.766301541598901,51,9.200084512527617,11.462006080591259
37,5,9,6,8,3.811141916969622,2.427617300737402,122,0,6.690143357810749,5.098448219325468,3.4036750671069917,17,8.384567538088984,4.118767335896818
22,9,5,74,0,6.784071919051812,8.937929527494724,134,21,6.252445333072898,4.734643924717124,5.811948307679715,23,7.840314116228565,8.8803583310558
22,1,4,83,2,2.76256731328227,8.414002810910487,118,28,4.511082112195053,7.574432297340694,8.728852868548335,32,1.4388968693182638,8.07858454939168
42,3,8,79,3,9.07262137381181,7.495493974454614,108,5,4.196184829784313,2.2181989147595567,3.9329320835421133,57,8.593559134392317,11.902647231268912
43,4,5,3,6,5.68171470926399,3.4439234267011813,99,15,1.4072427011699906,2.778752985320171,9.586380385702771,49,4.942396683148454,4.99197827168631
25,1,7,5,9,5.028426462881953,4.62201973690302,120,26,2.9611783742681212,2.624664055531812,2.0969155160324524,48,4.081556109662737,3.7347988362802917
21,1,1,57,3,6.020381727362812,1.9247342720718104,133,19,1.1365919405814422,3.362235266091381,1.164475627511556,55,5.9182872492283884,3.5053499071800336
21,8,8,21,1,2.494308820745759,2.7013557225477856,99,11,6.232753950238185,5.72732576903425,9.137218173203715,28,1.8221791845120023,6.743147688599599
39,2,4,25,6,6.521258247752587,8.047149735850596,98,10,1.9526791229011797,2.0008787260439687,1.6178379953308502,18,7.80981894417159,4.99950108285338
22,8,6,2,5,4.2679066297060935,7.435348469656154,145,28,8.857174546267444,8.813523657938537,9.927002763527426,43,6.241915691994663,9.512501891923
41,7,9,40,2,9.07467706868157,6.341371866783412,109,26,5.708287186274487,3.676253781776251,9.562571757811956,55,2.6793108718585077,9.211544608293458
32,2,0,59,5,2.5196878600991752,9.061540533335556,132,28,7.297209181528376,2.462841887218371,2.233188190326886,59,2.6940897979214102,8.782333715011623
26,6,9,13,5,5.56345993478897,6.249398660317409,113,9,4.697713826564469,7.08059178638419,5.838261631233093,29,2.658237864154068,8.092132318761745
43,6,4,74,4,6.383013664321162,5.202711999672497,101,2,6.045218281009438,1.3427767053938735,2.664282677204299,42,1.5130214879674058,8.883421044856041
24,3,9,81,3,1.3004524160774311,4.063336716751865,146,12,9.483932592699674,6.579717083867478,4.853396557271079,56,6.290186044345163,9.740036449337936
43,2,1,11,9,4.273238122805262,9.464036551625552,85,26,1.744606356613037,7.283785876088498,1.552826163338494,30,8.563133598296574,4.364932888135964
31,1,5,86,0,7.593717112307496,1.7444391537191815,158,2,3.2854399473132654,2.9342487824804726,3.0153212901693056,26,1.1574839258864973,8.796812820791509
44,6,0,11,9,8.38339756704076,9.377986348547276,106,14,8.019894942194899,1.3776766609927087,4.269455167590095,19,1.441041804741462,8.911723599563526
37,5,2,12,5,3.818457953355541,8.440431939379165,89,15,1.8886348619439928,4.2728082302750465,4.947827502214493,48,6.154932490182512,4.07400040254148
26,9,4,24,1,8.18733945144476,2.1693693208213114,152,28,1.6809499351369976,1.8873480721774283,9.79746632388004,56,8.375461168474471,4.441088202060978
44,1,3,44,2,9.7098028939305,6.084859219077282,127,12,4.253872588786347,2.048300647060034,8.27079081115583,15,3.9406500151177024,6.750094245958466
25,7,2,18,7,8.711865424675846,8.798931835741783,149,16,1.829511626251891,3.288351083003781,7.636689498807516,53,4.1465295892695,4.75604925251254
40,5,9,54,9,2.0587958934339268,6.146282472464383,138,2,6.265705979855828,3.659211321640834,5.833371832677768,46,6.367118477470983,11.264729741622082
22,5,4,99,5,7.657572988769866,9.1647983940456,138,19,3.0364772573493983,5.769733069192785,8.559979845439091,40,3.467916002117323,8.503728696784751
26,2,7,44,2,3.8770014919649025,9.486854351344382,81,10,9.06128166879435,7.1055269695271175,4.0539055209014,31,1.2394752946991572,6.983821622246143
42,3,3,7,6,9.895743904708688,4.801460699658753,108,26,8.05150072760731,6.334938467831663,7.380092014959844,41,7.617056662914365,6.490403740280891
31,7,0,92,3,5.3682308484389845,4.395822952656912,147,20,7.297346854895285,2.335243035605651,9.944055778403548,38,6.630849216473078,7.659681125177318
36,6,6,52,8,2.1019050852304693,9.42689038572241,144,18,6.552496246460517,2.548774292073638,3.8316601804167894,49,6.226803991500932,9.650947417484279
36,2,7,54,4,7.5266699322465165,7.076260550347013,105,21,8.771191573073171,8.90892324813623,7.066157813955706,56,7.675157160926408,8.300555951269125
21,6,2,31,2,3.9071007854759245,2.0442041321335234,89,10,3.0075585538848117,6.025170835577023,8.598833777371443,53,7.0770775380583375,6.474859019146715
29,2,5,50,1,9.973703413734956,1.3806257430041309,132,29,8.857979584878048,8.8294404960792,9.24226825015605,40,2.8529378936048904,5.881764410369678
26,2,1,43,1,9.818042120690697,6.081661458975368,158,27,8.105430685816472,4.343918601878869,7.461394218460916,52,4.17232942249016,6.38447616774665
36,2,6,81,2,6.905206162185226,9.37153868894582,138,15,7.73344743748917,6.5296000668819145,3.5524713107542265,37,2.134991275107625,12.251127733064406
23,3,7,69,1,2.168438040565458,8.598238321652365,101,20,6.051301102674317,5.712970744491496,3.9365393641205184,36,2.168713120760929,6.513607144976616
40,2,5,17,3,7.1817489790752616,7.082629718179028,130,2,3.216197448735401,3.8721114083841632,1.1868222891156779,18,7.085761717208853,3.5783432463579876
24,4,5,82,1,1.8372743781402447,2.2520426400197877,127,21,4.8119312439270665,5.229238348302358,7.847973799043587,23,8.727400962842484,7.796018398777614
39,9,4,21,9,1.2642774319215309,3.2880824537382605,100,5,8.142135890849215,5.522417891442388,1.3846564545575624,18,9.664593254750251,6.879811574728977
23,6,7,36,8,8.406626015993375,8.879601038973545,101,13,1.28600635921592,2.806938772810107,8.781871191424711,21,6.655124057945,6.365955243189457
39,1,0,95,1,2.887776529153132,2.6452651299121044,109,23,8.038456923373825,3.8350933513905843,2.0679455302708494,37,2.6569119102486125,9.304486307133114
40,8,9,55,8,4.411244135971876,3.505954674253911,104,17,3.1606366643880985,8.12268775456278,2.546888609223318,16,1.9508531090403762,6.433322163412615
27,7,3,58,5,9.761116509785559,2.1664058607589776,107,16,2.2987828064944273,9.242094155087145,5.2887382374901355,38,8.31565874383082,5.696521932706172
40,3,3,2,0,4.031564516749929,7.0849740827297,144,3,2.0413118636227194,4.238146841907695,7.6409237365186815,54,6.208808287239993,2.1029124859979658
29,1,2,27,3,3.6684080315498373,9.495840748268886,124,22,1.245250107557336,3.7627505398811634,2.2510198467916993,45,6.564565189123479,5.570567443158232
21,5,2,73,0,9.263871996604976,3.4207122843584736,147,14,5.712278366993076,2.756774481146943,4.960639675598486,45,8.033158798792384,10.251664617198818
28,4,3,34,5,1.996736007870623,5.2786594706506635,86,10,2.9643388542435654,7.106420517855231,5.345661469690943,54,7.329495049592064,2.0469271250154586
27,8,0,60,3,7.836241691031686,6.709057657400838,128,25,9.904885892016685,3.9078973149970357,2.9105707750173218,57,8.51012427570487,9.333611200631385
38,1,1,92,2,9.892590099874965,9.995196233940677,88,2,6.169930802849852,9.889745851892696,2.0400253901256855,48,1.5059251491389063,13.268967085082341
28,1,8,53,2,9.11166409697184,1.943272584978149,115,2,2.2409674242040936,3.931163218575579,8.527788306870756,38,7.727685730718544,6.097579660260721
21,4,9,62,8,6.865011268357834,5.487137195551382,80,15,7.198862867302288,4.547224421043653,5.52219084786489,40,8.657674815898858,8.700102683830341
31,8,1,78,5,3.826547154934588,4.4660810791225005,89,4,9.079692098587527,6.430007765908313,1.1294311238573767,30,3.575215382124829,11.096282932920026
38,5,4,96,8,3.2888978306048506,8.792381487001197,115,20,7.706615458326529,8.215158638721745,8.226831711781934,27,6.764025465939276,14.252557419245655
43,2,8,6,4,8.37329594384315,5.283709579104903,152,28,1.687958749355029,5.225667988110703,9.827144248731264,29,3.827458574532749,6.178670323148735
30,6,8,75,1,8.918397225565258,1.9987977212663328,125,9,9.062957630733935,4.803904304100625,6.453335758728226,41,9.621739598342087,10.948480767059653
23,5,7,48,7,5.728914212911236,6.709817307579253,111,18,8.145364472739683,9.960740502353275,5.533375483756637,18,1.300812151919534,10.339809877878057
27,2,0,93,4,3.1990594670781953,7.937025564374918,111,24,2.424735100950529,1.0944427702595,8.905742767404655,30,6.218135594496595,6.122882545631905
36,3,0,84,1,2.016488875700562,1.0259312649905312,85,3,1.4660729985953518,9.055587599661212,9.572651107161388,44,2.498531923445636,7.0763473671932395
36,9,8,30,3,1.7846152104864805,8.730610168785667,127,28,6.015795177828776,2.342267433457637,7.790832243122145,58,7.4099818465944285,9.123876269520872
40,7,7,57,8,7.4716970261847,2.6742070000509908,117,28,2.404322302059792,8.07332748588022,5.009076367608591,44,2.583012550767959,4.685044086147149
37,7,9,60,3,4.7810685506295245,5.968624281880401,96,18,8.51131857335745,6.561384038616682,6.329992593982964,50,3.1184493570852183,10.902181024663035
22,6,8,23,3,9.148238868500833,4.742177506187051,153,10,4.225011910045064,4.076625569482829,7.308418285161993,17,5.449337299411823,8.183129653763794
21,8,6,19,1,7.657041706540873,7.476884349494774,106,1,9.216032002629179,8.864874599689166,2.7484621390162127,36,9.233514549971902,10.759409820705207
36,4,2,36,5,2.7213437612312803,4.340454533071677,133,9,6.091193549269052,1.116165051828928,5.024809289947942,36,2.9054293493317376,6.61076891749781
32,8,2,3,1,6.5239967693412915,8.827868590135397,129,28,2.6440514581570134,3.040215868674313,8.468391382455565,26,2.298160190062932,1.993245688945265
25,4,1,91,6,4.919549089583434,7.574467248629112,114,10,2.256389806238201,6.102035166245824,6.892528136485987,35,7.830791486686276,8.112618646314266
25,8,4,19,2,6.1952475769175175,6.829418539566293,104,24,6.188251938019786,4.163880340447282,4.700836604906687,18,5.505575791005379,4.079151377857631
43,9,2,59,2,7.642622110046655,8.166165360065689,107,19,7.856952506761996,6.4933974578649485,6.970262806132133,45,9.206066011435942,9.054771491499208
29,3,5,23,4,8.255762929034116,7.7862073143554404,94,15,8.033550829679639,1.2169917406780013,2.064001708652139,58,2.3195310144385806,8.081088025944519
29,3,1,49,2,8.593635937660519,1.32344807429398,83,18,3.4818166399715316,2.048130374335413,4.613478495083887,45,6.813351037207354,9.089197513580274
23,2,2,48,1,3.2857738711482227,4.552609184603453,152,22,2.838220830209507,2.143866161965953,8.138156841667508,37,3.0959123153663355,6.519002759455924
39,3,4,50,9,1.2800403992562193,9.377265675848408,106,23,1.1508067404314417,2.7035528132440847,2.984579084229832,34,2.4108438578647537,9.290602572630917
36,3,0,95,8,7.653652616482958,2.131518420930036,105,10,7.112792360810524,5.133982967204885,2.6736535680167592,29,7.150864736415435,11.042642713906975
36,5,0,35,1,1.9570935363019712,7.633868953888461,98,13,1.6891143259018508,7.769158295892141,9.557367939247882,37,6.343161579178599,3.726880476820441
23,5,9,97,1,3.834276297516709,9.771326302017966,96,1,4.786850815893333,9.14984954136011,2.8890786662760766,42,7.793447125260981,11.478785929078244
40,2,8,99,7,1.0343542071191243,1.4697876614047447,122,22,6.415139476164665,8.518352772558215,3.3482672168515126,30,3.785163188015641,9.592688909965961
44,6,6,65,8,7.135025341614581,7.139744925639494,120,27,9.433980504277093,2.771990845981152,9.726543450139042,51,5.03174490743971,11.705484758966412
42,5,0,78,6,2.5041881032409914,5.213387271709274,121,4,3.8062192326019177,4.970354970075691,7.612377132385231,35,4.6492450869737665,9.015262305324544
44,6,7,33,2,6.897541687224924,6.2125772983725,129,26,3.247949462018678,2.794704379826815,7.296368797211754,29,9.856805175698629,6.004124398402758
21,1,2,35,8,9.925683554510549,1.7680720283589237,119,4,6.887441388574886,3.380246350004717,8.676337454691232,31,3.630240610654491,7.2467695647024195
44,5,7,5,2,1.6540378444901465,1.3870625668024554,118,18,6.573151288482235,5.531922833606975,2.0424077401311482,51,3.653355145120902,3.172551808906676
40,9,4,38,4,1.6937021075631462,7.001799944958295,102,20,3.988988049773121,1.6129812225117028,7.353606129220065,27,4.190933879457466,3.580207898586544
31,2,0,41,8,4.063420834000074,8.40978486838646,131,11,9.352916519588078,2.9635689663394587,5.53319748395415,33,6.081346731612894,12.337202481844479
37,1,6,57,2,8.797478628262079,8.038138014396704,126,17,8.603760947406695,9.418403451764055,8.462355762557259,44,3.270904698373707,14.743752782638726
28,9,4,11,6,2.9397688191219866,5.894251550796136,142,3,3.0158429127857302,5.195046633926401,5.573275467986749,59,9.237609463413465,8.067263074121835
24,9,5,2,0,4.243400379373128,1.8988013902256036,148,21,3.1522829089107085,5.00847873380085,6.582172188420209,32,3.3911700837963714,0.0
26,9,5,17,3,1.6165486596428162,7.192399994524124,122,16,5.610703121983725,1.13110439276151,5.299679137595824,28,9.062341584041752,7.787689252396793
28,6,7,39,3,7.868397621330004,3.1769999519873133,127,9,7.962148915576483,3.2265977235251118,5.303430312002597,50,1.9312755728192619,10.47235191720142
40,8,8,20,6,4.6747570848350595,9.199618324906453,113,19,1.3963634144961796,8.796631923839632,7.911729802556484,50,6.909064321596871,5.829031174511198
23,1,1,14,7,7.833238597547585,8.544388235911345,119,5,7.24001638361236,2.481655854328019,6.657097605825549,34,9.162869665944193,9.270501363251164
36,4,8,96,0,9.132470599121156,7.3844467037865185,154,24,6.834123076438873,4.73612445581249,6.699368814484694,33,2.518744945584066,10.149624236578381
23,1,9,98,4,3.094868323911599,9.539613602480173,140,13,3.083320863216894,1.1289781528030112,5.052542354483732,59,9.714942640893295,14.312557248049451
38,8,8,25,6,8.266564273059561,1.2827963936014564,129,10,7.132177119172139,5.305019335035002,5.779985467037748,58,5.075950243739605,8.345108037485877
34,1,9,7,3,1.5318450107042794,7.625803825546858,146,10,9.461648721268743,1.1891899605359544,7.711458995843086,21,9.51143597596922,6.641274154499885
38,3,9,99,3,9.089626493622227,3.972185014027648,141,28,1.4210726047459166,8.3764859775922,8.433468272007264,58,7.091380392670423,9.95866339148756
22,4,6,93,3,6.856916928028726,9.154592971177287,137,17,3.876868497628563,8.423683907383932,7.269052619296415,18,3.7142818288619637,12.700378330187977
42,8,0,86,5,8.868040517245163,3.4000767699577983,112,26,4.943590449997197,8.08967969472133,9.316656899611148,48,2.6947227242539578,8.280526564982486
23,6,6,41,6,1.001695596009237,7.523708493835153,154,22,9.093343230322207,3.550276620020064,8.382916793324808,16,3.7336154160258945,10.30350278336689
36,7,9,43,1,2.5217296332039325,8.898823176857032,95,21,9.660353019482411,8.535134963996363,6.056774108285666,19,1.837156683364075,9.746454265712872
29,8,4,13,4,4.507834486838428,1.3749113654441418,127,17,4.997037218466991,5.886983193447424,7.042654653793631,24,2.294811697089968,1.9935108394114143
24,2,5,77,3,4.415526130372467,4.578828216328326,89,23,7.75025570927972,4.364272979803022,9.336774492290765,46,1.9419439631183302,8.911835844806616
21,8,9,1,2,3.040573446311596,7.860781288197448,117,22,5.784949213880347,6.627969637338097,6.572512398187525,56,4.8064918936740195,7.172350682569649
24,3,6,36,6,4.4345074588048,5.0942700055682835,98,10,5.840046412672389,1.111069414543366,8.423262531818477,55,8.160205386318278,7.751696576653447
21,7,4,68,5,2.1596384080022935,3.4052736681423577,115,20,3.502895635597208,2.2866478984067693,7.199294532309883,27,2.2724519879470617,8.440235048961
34,3,6,37,6,4.714850163394234,2.97824813940871,138,11,2.9526062127749158,7.680641843532365,5.9674272495441985,53,2.172883898551023,5.461638820876835
41,7,8,40,4,8.221188962433377,2.183664402247401,142,4,3.59204811331637,3.197454478445377,3.176543758738178,19,6.790860545655977,6.460855807342452
36,2,2,61,5,5.311630567930161,8.71416603870654,156,22,6.006952065313714,6.382082055958747,4.833977675215853,24,2.7746468377125963,10.560433690518273
40,6,7,59,4,1.1620008005069349,6.178198629264004,125,8,1.262396674198801,4.465923425407267,9.70968542350344,24,1.8784903429809243,7.668323372115505
44,3,1,13,6,4.792996374213226,1.6874645049231038,82,26,9.165240499207652,8.693252009193353,6.9198884494534,52,2.5016372038501986,4.578192026270131
28,3,6,88,1,1.2445751448175975,4.4432229121357185,153,24,2.406553385947986,9.571737753969792,6.079558423050907,41,9.313582562890986,9.087656494518919
27,9,1,83,4,9.696190696361183,4.309602857245989,144,8,2.980798091842479,8.952082555331714,9.396609629754046,35,8.393241274985717,6.8273477276458525
23,7,3,1,5,2.147085634805821,2.6356527163851666,87,21,5.664485588028817,3.43557995224237,6.2786060293370385,22,4.186581061195847,2.417300695572961
37,5,6,69,5,7.3691949369755685,4.919568629249716,130,9,7.3910328970355135,2.7474658214147403,5.7347426657566265,15,6.9023869059465355,4.710305619158528
21,7,2,16,4,9.754986906028773,3.988894288538228,152,21,1.8615614926995758,5.269914042586615,7.833797696351847,42,5.835481063012343,2.7588544770892818
36,9,1,88,9,8.434351464999146,4.076233349429643,85,18,3.8592522779244596,1.0660073575256224,7.4139905708789,53,7.094118371343075,11.727439420343156
32,1,9,27,6,7.293838376135833,7.651239020091628,118,0,9.718071450169214,1.2322845357686356,2.7384400756758946,28,7.1440403721648345,7.117398751363879
39,7,6,65,9,8.555148185506901,3.009370469546767,139,6,3.3610867010285115,5.979615756607001,5.241774471167091,35,6.658606135539936,7.148920359367689
42,6,0,34,7,9.836188239345649,6.7767396296981985,107,3,3.817451305568322,5.684044637487574,5.252638985376267,44,3.3949123168357773,8.371758346851694
43,9,7,4,6,6.592100475281766,6.135846614928414,133,0,8.528486415562302,9.95123790131734,4.4040206371901025,35,1.351057786865363,4.221625050446168
42,1,2,64,4,6.032663261463938,6.1128326110408056,116,14,1.4519298852140974,2.816576518273823,5.655641339370278,23,5.10010103791098,5.696490836524745
34,4,1,39,0,6.654142994169533,6.967066115275983,88,7,5.181518519280738,3.3229353624442157,4.7179665795442975,31,9.018764962216334,8.909867972933537
26,9,2,75,4,5.794082980853995,5.935438325760885,135,11,4.416550880065032,2.0218657809365803,2.7941094052406483,19,6.125475326667183,12.612711751537656
26,4,4,55,9,6.715801953187469,8.913296033617462,138,21,3.8492808391778603,9.257887086883702,4.71129838547213,45,8.491519375317171,9.765774472409195
33,3,7,35,1,5.0485798717530335,7.080220827552338,81,21,3.571296346402881,8.000301200126057,1.6504925281585894,54,9.924619086651052,4.504508737519924
39,9,9,44,4,2.965988645949764,5.9226692623424935,140,17,1.822366943743683,8.401052003111626,6.182072764969704,52,2.4725458372444864,4.832088943498632
42,2,6,22,4,2.0822250386050807,8.467868082588804,137,14,3.833432464164839,9.124874091680578,8.682890940470006,57,7.225998752277841,6.971771852964892
28,4,6,46,1,1.6150684197903435,6.455319084401317,139,16,1.3874716244410172,5.7240998805325445,7.527583759190997,33,7.068642163300222,6.115017859406034
22,6,6,30,4,3.3698420537788008,3.620298230066611,119,28,8.028674772799917,5.060738723056513,4.243546360487001,50,9.819599026224505,10.450401103634327
41,2,7,10,3,1.4151120790216045,2.863854263589141,115,13,4.584050145622105,3.9735232629905486,1.7836408501957737,47,9.870406605575203,6.625897250302151
21,8,0,9,0,6.104537019274471,2.370950070964109,116,13,4.995134490879204,6.302931529130699,2.819344593027437,27,7.1801075055171655,3.288005495345343
35,8,3,66,2,3.5544560232116824,9.095096912914915,158,17,9.042351278051184,5.088505571108403,5.909413064453521,28,3.1925331278397486,9.480500680897281
21,1,5,13,0,8.420813272783288,7.3912188861825925,97,19,6.922494854750987,5.064090279450176,2.8635137504472956,47,8.187002543175392,12.557868353637922
25,3,8,79,4,1.668167856895478,9.436405943478887,142,17,1.072531930079078,9.43235077358025,5.895758001564707,43,1.963262207899343,10.179940940756637
36,9,1,73,3,3.0371634490733737,6.429626251434487,101,15,9.488573406651565,9.856283628512172,3.0843912228750905,57,8.026293737544659,8.39053015584322
39,5,0,92,6,7.572215323811313,5.260607933454213,90,0,3.134300193799401,8.168359503966226,8.640314825284655,50,9.191765117302268,8.939878142754202
24,6,9,9,4,6.3892746674514225,1.537448400738004,137,22,1.9685276628387296,7.810822812222355,4.575443255564137,58,4.4455005529159175,2.082663572095834
23,4,1,75,9,1.5804214412425077,7.044780533914268,136,26,7.91315360542794,7.125023456011913,3.2099556335004196,24,6.675717654847724,5.077638694768928
37,2,6,93,3,8.895155114459804,6.23987883791408,156,10,5.504295842800463,2.4946736710016233,8.310935622223553,45,4.871284588871436,11.538499482355036
37,8,2,0,1,8.895355865435615,9.911880042288592,83,14,4.903935094162158,1.5319523878808907,4.085550683249057,20,4.939885494893156,9.289582070009631
32,6,9,4,3,3.9736720348819645,3.152429000040187,86,11,3.245527717144676,7.216536836019368,2.0033891905490373,15,3.7933380019730807,1.4301925858635154
34,5,1,19,1,4.0636525901460825,5.776636197581523,140,7,5.927243408760868,7.559076000309184,6.133685422632775,21,7.859166584052922,5.620778673551448
41,9,6,7,7,9.901255225151566,6.858616016062654,133,21,3.469461446823287,1.4227569198832581,6.234077839941898,41,9.425589077498547,4.921685347788074
26,1,1,42,2,6.635585544338244,6.801320572681092,147,19,9.114247047583609,9.352465752059633,7.432261077121607,35,9.46675773311015,9.142658596411302
23,5,2,75,8,5.781848685112532,6.0516418865356245,158,29,2.936840317598735,1.8202657550020978,3.16197489887547,42,2.5730315638744043,7.5237532480623015
29,6,6,0,3,8.543369651967321,7.992352092945029,80,5,8.959196354101781,3.5731048039408213,4.993942051830206,30,8.872692846909095,5.665611825885751
25,5,3,56,5,3.5676130452158477,2.844830885741348,134,2,6.034648831546213,7.05150831518834,3.541311271383906,37,7.6368829728440994,5.961862674963003
44,6,0,63,9,4.862643340567212,7.530644802469743,82,27,8.456393205057168,2.528853349640287,1.728583625041193,34,3.2755366062126035,8.067413992852096
37,6,4,83,4,3.4099900793950075,6.577611142897803,157,23,7.415613962748595,1.4987429959801999,8.889524443143024,52,1.605561516293631,12.569164351882694
34,7,8,27,9,8.102447619298584,9.06467600615116,117,25,7.270256002930737,3.980318402477348,7.5598282403950705,39,3.4119754019594017,12.524268518807801
41,4,7,36,0,6.160144110716962,8.624749951302235,80,29,3.9191122692555016,7.893744173696612,3.713167535129206,42,9.20987413103373,5.898388529939173
23,8,8,46,8,6.929425631260635,3.8363233521929794,117,12,3.1050723832498313,4.723108110867344,6.394356935847877,19,6.6986080740619505,10.441475388986584
21,7,9,75,0,3.270765248554659,3.4861359247763777,108,12,2.8979760491270934,6.876756297171454,2.811374093210252,35,7.489491948080847,7.135740043146867
40,9,8,36,7,2.982027712395836,9.834879914672031,84,1,8.714724913536298,6.21657187505323,9.012129596161937,32,3.314371159981863,10.83123119415534
41,7,6,48,8,5.395371660846449,5.745386628237309,153,4,8.38384138233118,1.1999663382302237,2.034157090257193,20,7.474493400173382,10.73092538859066
43,3,3,43,8,7.638091741835441,9.15778867522993,100,16,4.965161752110766,9.89685988341136,1.034534309570208,43,1.2530935565013137,9.616861034844103
21,3,4,55,0,5.727157817681442,2.47492921402434,150,5,2.1916415214680915,1.3728527993744897,5.51807377965264,33,4.377892111957124,4.38096156883268
23,8,0,27,1,1.2938110979110173,6.785370233201569,146,1,4.440270267797125,9.710224638836365,6.248150411075824,47,6.640780136880981,5.484831771234869
38,5,0,78,0,8.816963556882598,8.288741686245276,126,3,6.574091087232203,5.9487776052795835,6.210687882662239,15,2.3148690898718822,11.32260030774777
30,4,2,5,9,1.5821820416361843,9.52655724627802,114,21,5.089628390319575,9.668431243585598,1.4906073469404366,59,8.407032170022411,6.711116012586948
42,8,7,60,1,9.602420353486771,4.036061269153212,147,25,8.021703416346956,2.032782394724519,3.826394262265892,17,3.1152816893072677,8.815307586882064
23,6,1,19,9,1.2262776244954545,7.524830529316472,148,10,9.978605400262468,5.413676672669618,5.492790521571987,56,6.8705300153660165,9.809879509911065
28,2,3,77,7,7.250054105176379,5.849317081356571,80,7,2.7201887960400715,2.5255368267945277,2.949212670645168,35,4.646774283177967,10.401288175057855
34,4,1,1,4,1.7398635734060348,1.5456603345982138,147,11,5.136857376936152,1.4587738932019816,8.853632969373066,49,6.364392359298825,3.0671957712686835
44,4,4,72,6,9.196089214916256,7.20999763578049,91,7,4.878855117287398,6.557762035560804,1.7839836051529063,55,1.967054973660173,9.335788144984434
38,6,8,36,1,5.179899126029885,7.210869024140591,139,10,3.7404327947405576,2.870050788655223,5.3864599750483855,54,1.1522151992944658,7.65583034468986
35,6,0,19,7,2.2377139733531384,9.375461243618833,106,21,2.782859650482606,6.289273164587914,7.222744517618368,17,9.186079846422711,2.2616261709674084
42,1,4,25,5,4.067341298108619,5.475812015520752,135,19,1.591229048406933,2.0112803375408705,3.355759901210342,39,3.426670078904645,4.3653253628221504
43,8,8,28,7,2.4834220781208582,3.072258286394632,102,7,8.984073855013285,3.987878242894325,6.618166632977664,59,8.37709302502413,3.8705294191072683
22,6,0,0,0,2.5352372040138103,1.4010744110381124,104,28,4.7786382791768585,8.034693022479225,8.46446635128137,52,9.994152704249801,0.0
30,3,8,34,0,9.53297488154298,4.740779680173151,100,7,5.4720596665004395,4.933463696579689,2.713032775855428,59,2.9028813219902005,3.8619835599729986
22,9,7,69,6,5.007215010563094,3.7172503006975166,140,25,9.252478433808243,6.649708734076027,9.254985326423766,34,3.3865366706502003,12.211591449694964
37,2,3,58,7,8.099220375148235,7.84979475421488,142,29,7.986614297643531,6.827121466709913,5.9820267939612215,58,6.9657380887119915,9.83746981477535
